x,y,z
0.294620,0.757615,-0.042601
0.295232,0.759189,0.188059
0.293530,0.754811,-0.014136
0.296875,0.763412,0.219479
0.240861,0.619372,-0.178068
0.297154,0.764130,0.014311
0.249323,0.641133,-0.158815
0.293172,0.753892,0.042392
0.296008,0.761184,-0.158753
0.296068,0.761338,0.071468
0.297836,0.765884,-0.130153
0.299301,0.769651,0.101395
0.297862,0.765950,-0.100908
0.292824,0.752996,0.127963
0.293180,0.753911,-0.070770
0.295297,0.759354,0.158371
0.298964,0.768783,-0.043229
0.293820,0.755556,0.187159
0.294255,0.756675,-0.014171
0.294774,0.758011,0.217926
0.240194,0.623773,-0.179103
0.292463,0.759513,0.014206
0.247196,0.641956,-0.158815
0.296412,0.769771,0.043229
0.291366,0.756665,-0.157608
0.297122,0.771612,0.072339
0.291745,0.757650,-0.128589
0.295320,0.766934,0.100908
0.298887,0.776196,-0.102127
0.295294,0.766867,0.130153
0.292826,0.760457,-0.071293
0.289249,0.751168,0.156463
0.292106,0.758588,-0.042601
0.294814,0.765619,0.189409
0.296055,0.768843,-0.014381
0.292259,0.758984,0.217926
0.240888,0.625576,-0.179620
0.293181,0.761379,0.014241
0.245795,0.638319,-0.157916
0.293542,0.762315,0.042811
0.295599,0.767658,-0.159898
0.296406,0.769753,0.072165
0.294585,0.765024,-0.129841
0.292467,0.759524,0.099933
0.292467,0.759524,-0.099933
0.297424,0.772398,0.131092
0.294258,0.764175,-0.071642
0.292071,0.758497,0.157990
0.290671,0.754860,-0.042392
0.294114,0.763801,0.188959
0.297493,0.772576,-0.014451
0.293647,0.762590,0.218961
0.240194,0.623773,-0.179103
0.292463,0.759513,0.014206
0.247196,0.641956,-0.158815
0.296412,0.769771,0.043229
0.291366,0.756665,-0.157608
0.297122,0.771612,0.072339
0.291745,0.757650,-0.128589
0.295320,0.766934,0.100908
0.298887,0.776196,-0.102127
0.295294,0.766867,0.130153
0.292826,0.760457,-0.071293
0.289249,0.751168,0.156463
0.292106,0.758588,-0.042601
0.294814,0.765619,0.189409
0.296055,0.768843,-0.014381
0.292259,0.758984,0.217926
0.240888,0.625576,-0.179620
0.293181,0.761379,0.014241
0.245795,0.638319,-0.157916
0.293542,0.762315,0.042811
0.295599,0.767658,-0.159898
0.296406,0.769753,0.072165
0.294585,0.765024,-0.129841
0.292467,0.759524,0.099933
0.292467,0.759524,-0.099933
0.297424,0.772398,0.131092
0.294258,0.764175,-0.071642
0.292071,0.758497,0.157990
0.290671,0.754860,-0.042392
0.294114,0.763801,0.188959
0.297493,0.772576,-0.014451
0.293647,0.762590,0.218961
0.244206,0.640855,-0.183762
0.291234,0.764266,0.014276
0.240096,0.630068,-0.155666
0.288034,0.755870,0.042392
0.292917,0.768685,-0.159898
0.295136,0.774507,0.072514
0.293319,0.769739,-0.130466
0.289814,0.760540,0.099933
0.288400,0.756830,-0.099445
0.290506,0.762356,0.129215
0.291589,0.765198,-0.071642
0.289422,0.759512,0.157990
0.286612,0.752137,-0.042183
0.290752,0.763002,0.188509
0.289810,0.760529,-0.014206
0.295799,0.776247,0.222584
0.241455,0.633634,-0.181691
0.291946,0.766135,0.014311
0.244259,0.640994,-0.158366
0.288745,0.757736,0.042497
0.288723,0.757677,-0.157608
0.295136,0.774507,0.072514
0.294023,0.771585,-0.130779
0.292641,0.767960,0.100908
0.287693,0.754975,-0.099202
0.289099,0.758664,0.128589
0.291589,0.765198,-0.071642
0.290121,0.761346,0.158371
0.290879,0.763335,-0.042811
0.289364,0.759360,0.187609
0.289098,0.758660,-0.014171
0.290296,0.761805,0.218443
0.244206,0.640855,-0.183762
0.291234,0.764266,0.014276
0.240096,0.630068,-0.155666
0.288034,0.755870,0.042392
0.292917,0.768685,-0.159898
0.295136,0.774507,0.072514
0.293319,0.769739,-0.130466
0.289814,0.760540,0.099933
0.288400,0.756830,-0.099445
0.290506,0.762356,0.129215
0.291589,0.765198,-0.071642
0.289422,0.759512,0.157990
0.286612,0.752137,-0.042183
0.290752,0.763002,0.188509
0.289810,0.760529,-0.014206
0.295799,0.776247,0.222584
0.241455,0.633634,-0.181691
0.291946,0.766135,0.014311
0.244259,0.640994,-0.158366
0.288745,0.757736,0.042497
0.288723,0.757677,-0.157608
0.295136,0.774507,0.072514
0.294023,0.771585,-0.130779
0.292641,0.767960,0.100908
0.287693,0.754975,-0.099202
0.289099,0.758664,0.128589
0.291589,0.765198,-0.071642
0.290121,0.761346,0.158371
0.290879,0.763335,-0.042811
0.289364,0.759360,0.187609
0.289098,0.758660,-0.014171
0.290296,0.761805,0.218443
0.234470,0.621820,-0.178068
0.288564,0.765278,0.014276
0.247521,0.656430,-0.161965
0.288213,0.764346,0.042811
0.284691,0.755006,-0.156845
0.283995,0.753161,0.070422
0.290631,0.770758,-0.130466
0.291360,0.772692,0.101395
0.288558,0.765262,-0.100420
0.286449,0.759668,0.128589
0.285401,0.756890,-0.070770
0.288154,0.764191,0.158753
0.292441,0.775559,-0.043439
0.288087,0.764012,0.188509
0.286448,0.759665,-0.014171
0.284227,0.753776,0.215855
0.237197,0.629050,-0.180138
0.286448,0.759665,0.014171
0.239270,0.634549,-0.156566
0.289622,0.768084,0.043020
0.286076,0.758680,-0.157608
0.290322,0.769939,0.071991
0.287843,0.763365,-0.129215
0.287157,0.761547,0.099933
0.291360,0.772692,-0.101395
0.289237,0.767062,0.129841
0.285401,0.756890,-0.070770
0.284691,0.755006,0.156845
0.286803,0.760608,-0.042601
0.290837,0.771306,0.190309
0.287859,0.763407,-0.014241
0.285590,0.757391,0.216890
0.234470,0.621820,-0.178068
0.288564,0.765278,0.014276
0.247521,0.656430,-0.161965
0.288213,0.764346,0.042811
0.284691,0.755006,-0.156845
0.283995,0.753161,0.070422
0.290631,0.770758,-0.130466
0.291360,0.772692,0.101395
0.288558,0.765262,-0.100420
0.286449,0.759668,0.128589
0.285401,0.756890,-0.070770
0.288154,0.764191,0.158753
0.292441,0.775559,-0.043439
0.288087,0.764012,0.188509
0.286448,0.759665,-0.014171
0.284227,0.753776,0.215855
0.237197,0.629050,-0.180138
0.286448,0.759665,0.014171
0.239270,0.634549,-0.156566
0.289622,0.768084,0.043020
0.286076,0.758680,-0.157608
0.290322,0.769939,0.071991
0.287843,0.763365,-0.129215
0.287157,0.761547,0.099933
0.291360,0.772692,-0.101395
0.289237,0.767062,0.129841
0.285401,0.756890,-0.070770
0.284691,0.755006,0.156845
0.286803,0.760608,-0.042601
0.290837,0.771306,0.190309
0.287859,0.763407,-0.014241
0.285590,0.757391,0.216890
0.236460,0.633453,-0.181173
0.281829,0.754990,0.014067
0.235802,0.631688,-0.155666
0.282882,0.757813,0.042392
0.283559,0.759625,-0.157608
0.288464,0.772764,0.072165
0.287382,0.769867,-0.130153
0.284630,0.762495,0.099933
0.284630,0.762495,-0.099933
0.286691,0.768017,0.129841
0.282890,0.757832,-0.070770
0.278753,0.746750,0.154937
0.282882,0.757813,-0.042392
0.285552,0.764963,0.188509
0.288123,0.771851,-0.014381
0.286455,0.767383,0.219479
0.239838,0.642502,-0.183762
0.285326,0.764358,0.014241
0.235802,0.631688,-0.155666
0.280787,0.752200,0.042078
0.286305,0.766982,-0.159135
0.289857,0.776498,0.072514
0.287382,0.769867,-0.130153
0.284630,0.762495,0.099933
0.286019,0.766215,-0.100420
0.286001,0.766166,0.129528
0.287767,0.770898,-0.071991
0.280813,0.752268,0.156082
0.281486,0.754071,-0.042183
0.282826,0.757660,0.186709
0.284626,0.762484,-0.014206
0.288482,0.772813,0.221031
0.236460,0.633453,-0.181173
0.281829,0.754990,0.014067
0.235802,0.631688,-0.155666
0.282882,0.757813,0.042392
0.283559,0.759625,-0.157608
0.288464,0.772764,0.072165
0.287382,0.769867,-0.130153
0.284630,0.762495,0.099933
0.284630,0.762495,-0.099933
0.286691,0.768017,0.129841
0.282890,0.757832,-0.070770
0.278753,0.746750,0.154937
0.282882,0.757813,-0.042392
0.285552,0.764963,0.188509
0.288123,0.771851,-0.014381
0.286455,0.767383,0.219479
0.239838,0.642502,-0.183762
0.285326,0.764358,0.014241
0.235802,0.631688,-0.155666
0.280787,0.752200,0.042078
0.286305,0.766982,-0.159135
0.289857,0.776498,0.072514
0.287382,0.769867,-0.130153
0.284630,0.762495,0.099933
0.286019,0.766215,-0.100420
0.286001,0.766166,0.129528
0.287767,0.770898,-0.071991
0.280813,0.752268,0.156082
0.281486,0.754071,-0.042183
0.282826,0.757660,0.186709
0.284626,0.762484,-0.014206
0.288482,0.772813,0.221031
0.233579,0.632462,-0.180656
0.283348,0.767225,0.014276
0.238996,0.647132,-0.159265
0.280235,0.758796,0.042392
0.280906,0.760610,-0.157608
0.285764,0.773767,0.072165
0.284009,0.769013,-0.129841
0.281967,0.763484,0.099933
0.280592,0.759760,-0.099445
0.282640,0.765307,0.129215
0.282313,0.764422,-0.071293
0.282946,0.766135,0.158753
0.280927,0.760669,-0.042497
0.278829,0.754987,0.185810
0.279885,0.757846,-0.014102
0.283105,0.766566,0.218961
0.227555,0.616152,-0.175997
0.284041,0.769101,0.014311
0.241697,0.654444,-0.161065
0.282311,0.764416,0.042706
0.279545,0.756927,-0.156845
0.283003,0.766291,0.071468
0.285377,0.772719,-0.130466
0.283342,0.767208,0.100420
0.281967,0.763484,-0.099933
0.281271,0.761600,0.128589
0.278862,0.755077,-0.070422
0.280906,0.760610,0.157608
0.284387,0.770037,-0.043020
0.282880,0.765955,0.188509
0.279192,0.755970,-0.014067
0.279090,0.755693,0.215855
0.233579,0.632462,-0.180656
0.283348,0.767225,0.014276
0.238996,0.647132,-0.159265
0.280235,0.758796,0.042392
0.280906,0.760610,-0.157608
0.285764,0.773767,0.072165
0.284009,0.769013,-0.129841
0.281967,0.763484,0.099933
0.280592,0.759760,-0.099445
0.282640,0.765307,0.129215
0.282313,0.764422,-0.071293
0.282946,0.766135,0.158753
0.280927,0.760669,-0.042497
0.278829,0.754987,0.185810
0.279885,0.757846,-0.014102
0.283105,0.766566,0.218961
0.227555,0.616152,-0.175997
0.284041,0.769101,0.014311
0.241697,0.654444,-0.161065
0.282311,0.764416,0.042706
0.279545,0.756927,-0.156845
0.283003,0.766291,0.071468
0.285377,0.772719,-0.130466
0.283342,0.767208,0.100420
0.281967,0.763484,-0.099933
0.281271,0.761600,0.128589
0.278862,0.755077,-0.070422
0.280906,0.760610,0.157608
0.284387,0.770037,-0.043020
0.282880,0.765955,0.188509
0.279192,0.755970,-0.014067
0.279090,0.755693,0.215855
0.229381,0.627830,-0.179103
0.276551,0.756940,0.014067
0.236736,0.647962,-0.159265
0.280327,0.767273,0.042811
0.278249,0.761586,-0.157608
0.281694,0.771017,0.071816
0.277933,0.760722,-0.128276
0.283388,0.775651,0.101395
0.280663,0.768193,-0.100420
0.281323,0.769999,0.129841
0.276908,0.757917,-0.070596
0.276228,0.756054,0.156463
0.278270,0.761645,-0.042497
0.282879,0.774260,0.190309
0.278610,0.762574,-0.014171
0.277776,0.760292,0.216890
0.230706,0.631459,-0.180138
0.278610,0.762574,0.014171
0.237405,0.649792,-0.159715
0.278956,0.763521,0.042601
0.279596,0.765274,-0.158371
0.281694,0.771017,0.071816
0.277933,0.760722,-0.128276
0.276575,0.757006,0.098958
0.279300,0.764464,-0.099933
0.281323,0.769999,0.129841
0.280327,0.767274,-0.071468
0.276901,0.757898,0.156845
0.275529,0.754141,-0.042078
0.277529,0.759616,0.186709
0.282727,0.773844,-0.014381
0.279102,0.763920,0.217926
0.229381,0.627830,-0.179103
0.276551,0.756940,0.014067
0.236736,0.647962,-0.159265
0.280327,0.767273,0.042811
0.278249,0.761586,-0.157608
0.281694,0.771017,0.071816
0.277933,0.760722,-0.128276
0.283388,0.775651,0.101395
0.280663,0.768193,-0.100420
0.281323,0.769999,0.129841
0.276908,0.757917,-0.070596
0.276228,0.756054,0.156463
0.278270,0.761645,-0.042497
0.282879,0.774260,0.190309
0.278610,0.762574,-0.014171
0.277776,0.760292,0.216890
0.230706,0.631459,-0.180138
0.278610,0.762574,0.014171
0.237405,0.649792,-0.159715
0.278956,0.763521,0.042601
0.279596,0.765274,-0.158371
0.281694,0.771017,0.071816
0.277933,0.760722,-0.128276
0.276575,0.757006,0.098958
0.279300,0.764464,-0.099933
0.281323,0.769999,0.129841
0.280327,0.767274,-0.071468
0.276901,0.757898,0.156845
0.275529,0.754141,-0.042078
0.277529,0.759616,0.186709
0.282727,0.773844,-0.014381
0.279102,0.763920,0.217926
0.232441,0.643162,-0.183244
0.276626,0.765423,0.014206
0.235135,0.650617,-0.159715
0.271537,0.751342,0.041869
0.276256,0.764399,-0.157990
0.283742,0.785112,0.073037
0.277962,0.769119,-0.129528
0.276630,0.765434,0.099933
0.276630,0.765434,-0.099933
0.277290,0.767261,0.129215
0.279678,0.773869,-0.071991
0.275589,0.762553,0.157608
0.275610,0.762612,-0.042497
0.273551,0.756915,0.185810
0.274587,0.759781,-0.014102
0.279060,0.772158,0.219996
0.230471,0.637711,-0.181691
0.277306,0.767304,0.014241
0.239109,0.661613,-0.162415
0.273574,0.756977,0.042183
0.270918,0.749628,-0.154937
0.279001,0.771995,0.071816
0.279976,0.774692,-0.130466
0.277979,0.769168,0.100420
0.274606,0.759833,-0.099202
0.274605,0.759830,0.127963
0.278324,0.770121,-0.071642
0.275589,0.762553,0.157608
0.274252,0.758855,-0.042287
0.274876,0.760581,0.186709
0.271868,0.752258,-0.013962
0.275777,0.763073,0.217408
0.232441,0.643162,-0.183244
0.276626,0.765423,0.014206
0.235135,0.650617,-0.159715
0.271537,0.751342,0.041869
0.276256,0.764399,-0.157990
0.283742,0.785112,0.073037
0.277962,0.769119,-0.129528
0.276630,0.765434,0.099933
0.276630,0.765434,-0.099933
0.277290,0.767261,0.129215
0.279678,0.773869,-0.071991
0.275589,0.762553,0.157608
0.275610,0.762612,-0.042497
0.273551,0.756915,0.185810
0.274587,0.759781,-0.014102
0.279060,0.772158,0.219996
0.230471,0.637711,-0.181691
0.277306,0.767304,0.014241
0.239109,0.661613,-0.162415
0.273574,0.756977,0.042183
0.270918,0.749628,-0.154937
0.279001,0.771995,0.071816
0.279976,0.774692,-0.130466
0.277979,0.769168,0.100420
0.274606,0.759833,-0.099202
0.274605,0.759830,0.127963
0.278324,0.770121,-0.071642
0.275589,0.762553,0.157608
0.274252,0.758855,-0.042287
0.274876,0.760581,0.186709
0.271868,0.752258,-0.013962
0.275777,0.763073,0.217408
0.224451,0.627558,-0.178585
0.274086,0.766336,0.014206
0.238883,0.667908,-0.163764
0.273752,0.765402,0.042601
0.273058,0.763462,-0.157608
0.273756,0.765412,0.071119
0.274744,0.768176,-0.129215
0.278770,0.779431,0.101639
0.274090,0.766347,-0.099933
0.273414,0.764456,0.128589
0.271072,0.757908,-0.070422
0.269092,0.752371,0.155319
0.274425,0.767283,-0.042706
0.275634,0.770662,0.188959
0.270046,0.755039,-0.013997
0.271293,0.758527,0.215855
0.226403,0.633015,-0.180138
0.270719,0.756922,0.014032
0.238883,0.667908,-0.163764
0.273752,0.765402,0.042601
0.270414,0.756068,-0.156082
0.275098,0.769164,0.071468
0.273414,0.764456,-0.128589
0.274090,0.766347,0.099933
0.278101,0.777562,-0.101395
0.274744,0.768176,0.129215
0.271743,0.759784,-0.070596
0.267769,0.748674,0.154555
0.272407,0.761641,-0.042392
0.276290,0.772497,0.189409
0.272066,0.760687,-0.014102
0.273245,0.763984,0.217408
0.224451,0.627558,-0.178585
0.274086,0.766336,0.014206
0.238883,0.667908,-0.163764
0.273752,0.765402,0.042601
0.273058,0.763462,-0.157608
0.273756,0.765412,0.071119
0.274744,0.768176,-0.129215
0.278770,0.779431,0.101639
0.274090,0.766347,-0.099933
0.273414,0.764456,0.128589
0.271072,0.757908,-0.070422
0.269092,0.752371,0.155319
0.274425,0.767283,-0.042706
0.275634,0.770662,0.188959
0.270046,0.755039,-0.013997
0.271293,0.758527,0.215855
0.226403,0.633015,-0.180138
0.270719,0.756922,0.014032
0.238883,0.667908,-0.163764
0.273752,0.765402,0.042601
0.270414,0.756068,-0.156082
0.275098,0.769164,0.071468
0.273414,0.764456,-0.128589
0.274090,0.766347,0.099933
0.278101,0.777562,-0.101395
0.274744,0.768176,0.129215
0.271743,0.759784,-0.070596
0.267769,0.748674,0.154555
0.272407,0.761641,-0.042392
0.276290,0.772497,0.189409
0.272066,0.760687,-0.014102
0.273245,0.763984,0.217408
0.221615,0.626516,-0.178068
0.268742,0.759747,0.014067
0.234600,0.663226,-0.162415
0.271079,0.766353,0.042601
0.271047,0.766262,-0.157990
0.270418,0.764485,0.070945
0.270744,0.765406,-0.128589
0.268766,0.759813,0.098958
0.271414,0.767299,-0.099933
0.272720,0.770993,0.129528
0.270418,0.764485,-0.070945
0.269737,0.762560,0.157227
0.265751,0.751290,-0.041764
0.272292,0.769783,0.188509
0.275411,0.778599,-0.014416
0.271865,0.768575,0.218443
0.225480,0.637444,-0.181173
0.272076,0.769173,0.014241
0.235900,0.666900,-0.163314
0.267749,0.756939,0.042078
0.270392,0.764411,-0.157608
0.273740,0.773876,0.071816
0.270085,0.763544,-0.128276
0.270090,0.763556,0.099445
0.267442,0.756070,-0.098470
0.272061,0.769131,0.129215
0.273076,0.771998,-0.071642
0.268428,0.758858,0.156463
0.269081,0.760705,-0.042287
0.265793,0.751411,0.184010
0.270743,0.765403,-0.014171
0.274442,0.775860,0.220514
0.221615,0.626516,-0.178068
0.268742,0.759747,0.014067
0.234600,0.663226,-0.162415
0.271079,0.766353,0.042601
0.271047,0.766262,-0.157990
0.270418,0.764485,0.070945
0.270744,0.765406,-0.128589
0.268766,0.759813,0.098958
0.271414,0.767299,-0.099933
0.272720,0.770993,0.129528
0.270418,0.764485,-0.070945
0.269737,0.762560,0.157227
0.265751,0.751290,-0.041764
0.272292,0.769783,0.188509
0.275411,0.778599,-0.014416
0.271865,0.768575,0.218443
0.225480,0.637444,-0.181173
0.272076,0.769173,0.014241
0.235900,0.666900,-0.163314
0.267749,0.756939,0.042078
0.270392,0.764411,-0.157608
0.273740,0.773876,0.071816
0.270085,0.763544,-0.128276
0.270090,0.763556,0.099445
0.267442,0.756070,-0.098470
0.272061,0.769131,0.129215
0.273076,0.771998,-0.071642
0.268428,0.758858,0.156463
0.269081,0.760705,-0.042287
0.265793,0.751411,0.184010
0.270743,0.765403,-0.014171
0.274442,0.775860,0.220514
0.221451,0.632718,-0.179620
0.269524,0.770071,0.014241
0.233687,0.667679,-0.163314
0.265897,0.759707,0.042183
0.263964,0.754185,-0.155319
0.268540,0.767258,0.071119
